Protein Group,Protein ID,Accession,-10lgP,Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description
78,44,tr|R5UE03|R5UE03_9BACE,371.37,57,44,11,Carbamidomethylation; Oxidation (M),100274,Pyruvate phosphate dikinase OS=Bacteroides sp. CAG:702 GN=BN759_01582 PE=4 SV=1
5623,15729,tr|A0A149NIP3|A0A149NIP3_BACFG,128.62,7,4,2,Carbamidomethylation,68223,F5/8 type C domain protein OS=Bacteroides fragilis GN=HMPREF2533_01279 PE=4 SV=1
5623,15730,tr|R6YST4|R6YST4_9BACE,128.62,7,4,2,Carbamidomethylation,68250,Putative exported fucosidase OS=Bacteroides fragilis CAG:47 GN=BN669_01773 PE=4 SV=1
5623,15731,tr|A0A017NE93|A0A017NE93_BACFG,128.62,7,4,2,Carbamidomethylation,68220,Alpha-1 3/4-fucosidase domain protein OS=Bacteroides fragilis str. S6L5 GN=M127_3192 PE=4 SV=1
5623,15732,tr|I9KBC6|I9KBC6_BACFG,128.62,7,4,2,Carbamidomethylation,68267,Uncharacterized protein OS=Bacteroides fragilis CL05T12C13 GN=HMPREF1080_02395 PE=4 SV=1
4720,18297,tr|R5CT89|R5CT89_9BACT,128.61,19,6,1,,23088,50S ribosomal protein L4 OS=Prevotella sp. CAG:255 GN=rplD PE=3 SV=1
3990,14249,tr|A0A1B1S7P2|A0A1B1S7P2_9PORP,128.60,11,4,1,Carbamidomethylation,52627,Inosine-5'-monophosphate dehydrogenase OS=Parabacteroides sp. YL27 GN=guaB PE=3 SV=1
5923,14867,tr|B6WVT4|B6WVT4_9DELT,128.58,29,5,2,Carbamidomethylation,24378,Elongation factor G domain protein (Fragment) OS=Desulfovibrio piger ATCC 29098 GN=DESPIG_02202 PE=4 SV=1
4056,12396,tr|R5VFM7|R5VFM7_9BACE,128.32,6,5,3,,123437,TonB-dependent receptor OS=Bacteroides plebeius CAG:211 GN=BN536_01584 PE=3 SV=1
5855,13265,tr|R6HXA0|R6HXA0_9FIRM,128.25,11,5,1,Carbamidomethylation,65224,4Fe-4S binding domain protein OS=Ruminococcus sp. CAG:177 GN=BN517_01676 PE=4 SV=1
1697,21444,tr|R7AC33|R7AC33_9BACE,127.99,8,3,1,Oxidation (M),41175,Uncharacterized protein OS=Bacteroides pectinophilus CAG:437 GN=BN656_00605 PE=3 SV=1
5346,14189,tr|R5CM62|R5CM62_9BACT,127.91,12,4,3,,68799,Methylmalonyl-CoA mutase small subunit OS=Prevotella sp. CAG:1058 GN=BN458_00751 PE=4 SV=1
5904,14960,tr|F3ZPZ3|F3ZPZ3_9BACE,127.90,22,5,1,Carbamidomethylation,37502,DNA-directed RNA polymerase subunit alpha OS=Bacteroides coprosuis DSM 18011 GN=rpoA PE=3 SV=1
5503,26276,tr|A0A149N0S9|A0A149N0S9_BACFG,127.85,12,3,1,Carbamidomethylation,33903,Uncharacterized protein OS=Bacteroides fragilis GN=HMPREF2533_03819 PE=4 SV=1
5503,26277,tr|I9H2K7|I9H2K7_9BACE,127.85,12,3,1,Carbamidomethylation,34280,Uncharacterized protein OS=Bacteroides nordii CL02T12C05 GN=HMPREF1068_00864 PE=4 SV=1
5503,26278,tr|A0A015YEL9|A0A015YEL9_BACFG,127.85,12,3,1,Carbamidomethylation,34322,Glucokinase family protein OS=Bacteroides fragilis str. J-143-4 GN=M067_0503 PE=4 SV=1
5503,26279,tr|A0A015W5I9|A0A015W5I9_BACFG,127.85,12,3,1,Carbamidomethylation,34322,Glucokinase family protein OS=Bacteroides fragilis str. 3988T(B)14 GN=M124_0439 PE=4 SV=1
5503,26280,tr|Q5GBH5|Q5GBH5_BACFG,127.85,12,3,1,Carbamidomethylation,34322,Glucokinase OS=Bacteroides fragilis GN=rokA PE=4 SV=1
5503,26281,tr|A0A017PHU9|A0A017PHU9_BACFG,127.85,12,3,1,Carbamidomethylation,34322,Glucokinase family protein OS=Bacteroides fragilis str. S6L5 GN=M127_5901 PE=4 SV=1
5503,26282,tr|A0A016ESW6|A0A016ESW6_BACFG,127.85,12,3,1,Carbamidomethylation,34280,Glucokinase family protein OS=Bacteroides fragilis str. 1007-1-F #3 GN=M146_0655 PE=4 SV=1
5503,26283,tr|A0A015TM69|A0A015TM69_BACFG,127.85,12,3,1,Carbamidomethylation,34322,Glucokinase family protein OS=Bacteroides fragilis str. 3986 T(B)9 GN=M083_0512 PE=4 SV=1
5503,26284,tr|R5RVX9|R5RVX9_9BACE,127.85,12,3,1,Carbamidomethylation,34322,Putative transcriptional repressor OS=Bacteroides fragilis CAG:558 GN=BN707_00945 PE=4 SV=1
5503,26285,tr|R6Z6S0|R6Z6S0_9BACE,127.85,12,3,1,Carbamidomethylation,34322,Putative transcriptional repressor OS=Bacteroides fragilis CAG:47 GN=BN669_01883 PE=4 SV=1
5503,26286,tr|A0A017NJH5|A0A017NJH5_BACFG,127.85,12,3,1,Carbamidomethylation,34322,Glucokinase family protein OS=Bacteroides fragilis str. S23L17 GN=M138_0533 PE=4 SV=1
5503,26287,tr|A0A015VKE2|A0A015VKE2_BACFG,127.85,12,3,1,Carbamidomethylation,34322,Glucokinase family protein OS=Bacteroides fragilis str. 3996 N(B) 6 GN=M079_0535 PE=4 SV=1
5503,26288,tr|A0A0E2RT99|A0A0E2RT99_BACFG,127.85,12,3,1,Carbamidomethylation,34280,Glucokinase family protein OS=Bacteroides fragilis str. 3774 T13 GN=M117_0473 PE=4 SV=1
5503,26289,tr|A0A016BLJ5|A0A016BLJ5_BACFG,127.85,12,3,1,Carbamidomethylation,34322,Glucokinase family protein OS=Bacteroides fragilis str. B1 (UDC16-1) GN=M069_0769 PE=4 SV=1
5503,26290,tr|A0A016ED23|A0A016ED23_BACFG,127.85,12,3,1,Carbamidomethylation,34322,Glucokinase family protein OS=Bacteroides fragilis str. 3976T8 GN=M123_0554 PE=4 SV=1
5503,26291,tr|A0A0E2T0L5|A0A0E2T0L5_BACFG,127.85,12,3,1,Carbamidomethylation,34322,Glucokinase family protein OS=Bacteroides fragilis str. 3-F-2 #6 GN=M144_0541 PE=4 SV=1
5503,26292,tr|A0A0E2AUR5|A0A0E2AUR5_BACFG,127.85,12,3,1,Carbamidomethylation,34322,Uncharacterized protein OS=Bacteroides fragilis CL07T12C05 GN=HMPREF1056_00585 PE=4 SV=1
6893,16438,tr|R6Q8L7|R6Q8L7_9FIRM,127.84,14,4,2,Carbamidomethylation,50002,Serine--tRNA ligase OS=Faecalibacterium sp. CAG:82 GN=BN792_00010 PE=4 SV=1
6893,16439,tr|D4JZH1|D4JZH1_9FIRM,127.84,14,4,2,Carbamidomethylation,50015,Seryl-tRNA synthetase OS=Faecalibacterium prausnitzii L2-6 GN=FP2_20240 PE=4 SV=1
5172,14503,tr|U2P8E9|U2P8E9_9BACT,127.79,14,4,1,Carbamidomethylation,35585,Phosphate acetyltransferase OS=Prevotella baroniae F0067 GN=pta PE=4 SV=1
5175,17073,tr|R5V227|R5V227_9FIRM,127.74,22,4,1,Carbamidomethylation,30502,Fructose-1 6-bisphosphate aldolase class II OS=Ruminococcus sp. CAG:254 GN=BN566_00277 PE=3 SV=1
5175,17074,tr|R7H0Y3|R7H0Y3_9FIRM,127.74,22,4,1,Carbamidomethylation,30649,Fructose-1 6-bisphosphate aldolase class II OS=Ruminococcus sp. CAG:403 GN=BN645_01862 PE=3 SV=1
5175,18114,tr|R7F9Z2|R7F9Z2_9FIRM,127.74,22,4,1,Carbamidomethylation,30549,Fructose-1 6-bisphosphate aldolase class II OS=Ruminococcus sp. CAG:330 GN=BN611_00834 PE=3 SV=1
4627,20737,tr|C3WFY1|C3WFY1_FUSMR,127.72,28,3,3,,17760,30S ribosomal protein S5 OS=Fusobacterium mortiferum ATCC 9817 GN=rpsE PE=3 SV=1
5250,13401,tr|R6HMD3|R6HMD3_9FIRM,127.62,27,5,5,Carbamidomethylation,23910,Elongation factor Ts OS=Phascolarctobacterium sp. CAG:266 GN=tsf PE=3 SV=1
4193,8963,tr|A0A0F5JBU2|A0A0F5JBU2_9PORP,127.57,9,8,1,,107808,SusC/RagA family TonB-linked outer membrane protein OS=Parabacteroides gordonii MS-1 GN=HMPREF1536_02438 PE=4 SV=1
4193,9066,tr|A0A0F5J2C9|A0A0F5J2C9_9PORP,127.57,9,8,1,,107794,SusC/RagA family TonB-linked outer membrane protein OS=Parabacteroides sp. HGS0025 GN=HMPREF1212_00171 PE=4 SV=1
4981,13445,tr|R6YMX3|R6YMX3_9BACE,127.42,6,5,1,,114575,Uncharacterized protein OS=Bacteroides sp. CAG:714 GN=BN762_00530 PE=3 SV=1
4290,14346,tr|R7IYX8|R7IYX8_9BACT,127.24,7,4,1,,68423,Chaperone protein DnaK OS=Prevotella sp. CAG:873 GN=dnaK PE=2 SV=1
5609,14253,tr|B5CQP5|B5CQP5_9FIRM,127.20,12,3,1,,43061,Acetate kinase OS=Ruminococcus lactaris ATCC 29176 GN=ackA PE=3 SV=1
5609,14254,tr|V8BL20|V8BL20_9FIRM,127.20,12,3,1,,43061,Acetate kinase OS=Ruminococcus lactaris CC59_002D GN=ackA PE=3 SV=1
4982,13999,tr|A0A0M5M6M6|A0A0M5M6M6_FUSNU,127.15,12,5,1,Carbamidomethylation,48872,Glutamate 2 3-aminomutase OS=Fusobacterium nucleatum subsp. animalis GN=RN98_10535 PE=4 SV=1
4982,14000,tr|U7SLR4|U7SLR4_FUSNU,127.15,12,5,1,Carbamidomethylation,48888,L-lysine 2 3-aminomutase OS=Fusobacterium nucleatum CTI-5 GN=HMPREF1766_01867 PE=4 SV=1
4982,14001,tr|F7L2P8|F7L2P8_FUSNU,127.15,12,5,1,Carbamidomethylation,48872,L-lysine 2 3-aminomutase OS=Fusobacterium nucleatum subsp. animalis 11_3_2 GN=HMPREF0401_02092 PE=4 SV=1
4982,14002,tr|F9EQA2|F9EQA2_FUSNU,127.15,12,5,1,Carbamidomethylation,48872,L-lysine 2 3-aminomutase OS=Fusobacterium nucleatum subsp. animalis ATCC 51191 GN=kamA PE=4 SV=1
4982,14003,tr|U7TD44|U7TD44_FUSNU,127.15,12,5,1,Carbamidomethylation,48872,L-lysine 2 3-aminomutase OS=Fusobacterium nucleatum CTI-1 GN=HMPREF1538_00487 PE=4 SV=1
4982,14004,tr|A0A140PW70|A0A140PW70_FUSNU,127.15,12,5,1,Carbamidomethylation,48872,L-lysine 2 3-aminomutase OS=Fusobacterium nucleatum subsp. animalis 7_1 GN=FSDG_01975 PE=4 SV=1
4982,14005,tr|D6BED6|D6BED6_FUSNU,127.15,12,5,1,Carbamidomethylation,48898,L-lysine 2 3-aminomutase OS=Fusobacterium nucleatum subsp. animalis D11 GN=PSAG_00568 PE=4 SV=1
4897,12315,tr|R5UQV2|R5UQV2_9BACE,127.00,8,6,3,,88068,Uncharacterized protein OS=Bacteroides sp. CAG:702 GN=BN759_00450 PE=4 SV=1
4897,12316,tr|F0R0Z5|F0R0Z5_BACSH,127.00,8,6,3,,87995,Uncharacterized protein OS=Bacteroides salanitronis (strain DSM 18170 / JCM 13567 / BL78) GN=Bacsa_2835 PE=4 SV=1
3615,20101,tr|B7AE02|B7AE02_BACEV,126.82,14,3,1,,30320,Protein TonB OS=Bacteroides eggerthii (strain ATCC 27754 / DSM 20697 / JCM 12986 / CIP 104285 / NCTC 11155 / VPI T5-42B-1) GN=BACEGG_00620 PE=3 SV=1
3615,20102,tr|E5WWM8|E5WWM8_9BACE,126.82,14,3,1,,30320,Protein TonB OS=Bacteroides eggerthii 1_2_48FAA GN=HMPREF1016_01080 PE=3 SV=1
6266,19205,tr|R6QX04|R6QX04_9BACT,126.79,13,3,1,,35337,ATP-dependent 6-phosphofructokinase OS=Prevotella sp. CAG:386 GN=pfkA PE=3 SV=1
6266,19206,tr|A0A1B1IAD5|A0A1B1IAD5_9BACT,126.79,13,3,1,,35108,ATP-dependent 6-phosphofructokinase OS=Prevotella scopos JCM 17725 GN=pfkA PE=3 SV=1
5046,15889,tr|R6XDY2|R6XDY2_9FIRM,126.77,8,4,1,,64059,V-type ATP synthase alpha chain OS=Ruminococcus sp. CAG:382 GN=atpA PE=3 SV=1
5643,13482,tr|R6ZSX7|R6ZSX7_9BACE,126.74,14,5,5,Carbamidomethylation,61307,RagB/SusD domain protein OS=Bacteroides sp. CAG:714 GN=BN762_01236 PE=4 SV=1
4584,11064,tr|R7IHI5|R7IHI5_9FIRM,126.72,4,5,1,,147095,DNA-directed RNA polymerase subunit beta OS=Faecalibacterium sp. CAG:74 GN=rpoB PE=3 SV=1
4513,13805,tr|R9HK08|R9HK08_BACVU,126.69,26,5,1,Carbamidomethylation,29020,Glucosamine-6-phosphate deaminase OS=Bacteroides vulgatus dnLKV7 GN=nagB PE=3 SV=1
4513,13806,tr|D4V4L5|D4V4L5_BACVU,126.69,26,5,1,Carbamidomethylation,29020,Glucosamine-6-phosphate deaminase OS=Bacteroides vulgatus PC510 GN=nagB PE=3 SV=1
4513,13807,tr|C3R7S8|C3R7S8_9BACE,126.69,26,5,1,Carbamidomethylation,29030,Glucosamine-6-phosphate deaminase OS=Bacteroides dorei 5_1_36/D4 GN=nagB PE=3 SV=1
4513,13808,tr|A0A076JCK7|A0A076JCK7_9BACE,126.69,26,5,1,Carbamidomethylation,29030,Glucosamine-6-phosphate deaminase OS=Bacteroides dorei GN=nagB PE=3 SV=1
4513,13809,tr|D1K1A8|D1K1A8_9BACE,126.69,26,5,1,Carbamidomethylation,29030,Glucosamine-6-phosphate deaminase OS=Bacteroides sp. 3_1_33FAA GN=nagB PE=3 SV=1
4513,13979,tr|R9I913|R9I913_9BACE,126.69,26,5,1,Carbamidomethylation,29129,Glucosamine-6-phosphate deaminase OS=Bacteroides massiliensis dnLKV3 GN=nagB PE=3 SV=1
4158,20606,tr|A0A0M0MWG9|A0A0M0MWG9_9BACT,126.67,11,3,1,Carbamidomethylation,37840,UDP-galactose-4-epimerase OS=Prevotella sp. 109 GN=ACU52_12735 PE=4 SV=1
4158,20607,tr|R5CXR2|R5CXR2_9BACT,126.67,11,3,1,Carbamidomethylation,37840,UDP-glucose 4-epimerase OS=Prevotella sp. CAG:255 GN=BN567_02332 PE=4 SV=1
4158,20608,tr|R5M5B6|R5M5B6_9BACT,126.67,11,3,1,Carbamidomethylation,38076,UDP-glucose 4-epimerase OS=Prevotella sp. CAG:1185 GN=BN473_01339 PE=4 SV=1
5055,10907,tr|R7B162|R7B162_9BACE,126.61,14,6,1,,57046,60 kDa chaperonin OS=Bacteroides pectinophilus CAG:437 GN=groL PE=3 SV=1
4477,13642,tr|R7CN09|R7CN09_9FIRM,126.60,25,5,2,,23281,Probable transaldolase OS=Ruminococcus sp. CAG:9 GN=tal PE=3 SV=1
4477,13643,tr|C6JFB9|C6JFB9_9FIRM,126.60,25,5,2,,23281,Probable transaldolase OS=Ruminococcus sp. 5_1_39BFAA GN=tal PE=3 SV=1
5697,18972,tr|R5KVD0|R5KVD0_9BACT,126.54,17,3,1,Carbamidomethylation,24293,Uncharacterized protein OS=Prevotella sp. CAG:1124 GN=BN467_01710 PE=3 SV=1
5235,15750,tr|R7D7N7|R7D7N7_9FIRM,126.40,22,4,1,,23627,Probable transaldolase OS=Ruminococcus obeum CAG:39 GN=tal PE=3 SV=1
5622,13337,tr|A0A0N7IG54|A0A0N7IG54_9BACE,126.35,5,5,2,Carbamidomethylation,118142,Beta-galactosidase OS=Bacteroides cellulosilyticus GN=lacZ_25 PE=3 SV=1
5856,15817,tr|R6FK88|R6FK88_9BACE,126.26,8,4,3,,79583,Beta-xylanase OS=Bacteroides sp. CAG:633 GN=BN744_00697 PE=3 SV=1
5422,14964,tr|F0R455|F0R455_BACSH,126.02,10,5,4,,70637,DEAD/DEAH box helicase domain protein OS=Bacteroides salanitronis (strain DSM 18170 / JCM 13567 / BL78) GN=Bacsa_2116 PE=3 SV=1
5422,15024,tr|R5U1F8|R5U1F8_9BACE,126.02,10,5,4,,70163,DEAD/DEAH box helicase domain protein OS=Bacteroides sp. CAG:702 GN=BN759_01617 PE=3 SV=1
4257,15674,tr|A0A078PSK5|A0A078PSK5_BACOV,125.99,9,3,1,,47505,Phenylacetate-coenzyme A ligase OS=Bacteroides ovatus str. 3725 D1 iv GN=M088_2725 PE=3 SV=1
4257,15678,tr|I8YZ15|I8YZ15_BACOV,125.99,9,3,1,,48598,Phenylacetate-coenzyme A ligase OS=Bacteroides ovatus CL02T12C04 GN=HMPREF1069_00165 PE=3 SV=1
4257,15679,tr|A7M0T1|A7M0T1_BACO1,125.99,9,3,1,,48590,Phenylacetate-coenzyme A ligase OS=Bacteroides ovatus (strain ATCC 8483 / DSM 1896 / JCM 5824 / NCTC 11153) GN=BACOVA_03712 PE=3 SV=1
4257,15680,tr|E5CF85|E5CF85_9BACE,125.99,9,3,1,,48608,Phenylacetate-coenzyme A ligase OS=Bacteroides sp. D2 GN=BSGG_4108 PE=3 SV=1
4257,15681,tr|C3QYR3|C3QYR3_9BACE,125.99,9,3,1,,48636,Phenylacetate-coenzyme A ligase OS=Bacteroides sp. 2_2_4 GN=paaK PE=3 SV=1
4922,14177,tr|B7BFW3|B7BFW3_9PORP,125.82,21,5,1,,33915,ROK family protein OS=Parabacteroides johnsonii DSM 18315 GN=PRABACTJOHN_03948 PE=4 SV=1
4922,14178,tr|K6AES7|K6AES7_9PORP,125.82,21,5,1,,33915,Uncharacterized protein OS=Parabacteroides johnsonii CL02T12C29 GN=HMPREF1077_00410 PE=4 SV=1
4922,14179,tr|K5YV98|K5YV98_9PORP,125.82,21,5,1,,33885,Uncharacterized protein OS=Parabacteroides merdae CL03T12C32 GN=HMPREF1060_03869 PE=4 SV=1
4922,14180,tr|R5DLC7|R5DLC7_9PORP,125.82,21,5,1,,33915,Uncharacterized protein OS=Parabacteroides johnsonii CAG:246 GN=BN560_01911 PE=4 SV=1
4504,17600,tr|V8BQE7|V8BQE7_RUMGN,125.73,53,4,1,,9421,Propanediol utilization protein PduA OS=Ruminococcus gnavus CC55_001C GN=HMPREF1201_02337 PE=4 SV=1
4504,17601,tr|A7B0E9|A7B0E9_RUMGN,125.73,53,4,1,,9421,BMC domain protein OS=Ruminococcus gnavus ATCC 29149 GN=RUMGNA_01025 PE=4 SV=1
4504,17602,tr|R5TND5|R5TND5_9FIRM,125.73,53,4,1,,9421,Propanediol utilization protein pduA OS=Ruminococcus gnavus CAG:126 GN=BN481_02521 PE=4 SV=1
4504,17603,tr|A0A174B1P9|A0A174B1P9_RUMGN,125.73,53,4,1,,9421,Propanediol utilization protein PduA OS=Ruminococcus gnavus GN=pduA_1 PE=4 SV=1
5060,15960,tr|R6EW71|R6EW71_9BACT,125.72,11,4,1,Carbamidomethylation,49504,Nucleotide sugar dehydrogenase OS=Prevotella sp. CAG:520 GN=BN691_01060 PE=3 SV=1
5060,16350,tr|R7H122|R7H122_9BACT,125.72,11,4,1,Carbamidomethylation,49391,Nucleotide sugar dehydrogenase OS=Prevotella stercorea CAG:629 GN=BN741_01457 PE=3 SV=1
4174,12955,tr|R7P9Y1|R7P9Y1_9BACT,125.59,11,5,1,,58261,60 kDa chaperonin OS=Prevotella sp. CAG:617 GN=groL PE=3 SV=1
5186,16451,tr|R6MLT0|R6MLT0_9FIRM,125.55,22,4,2,,24719,30S ribosomal protein S3 OS=Megamonas funiformis CAG:377 GN=rpsC PE=3 SV=1
5186,16452,tr|H3K8E1|H3K8E1_9FIRM,125.55,22,4,2,,24719,30S ribosomal protein S3 OS=Megamonas funiformis YIT 11815 GN=rpsC PE=3 SV=1
5620,18874,tr|V8C5J8|V8C5J8_9FIRM,125.51,27,3,2,,15490,50S ribosomal protein L15 OS=Ruminococcus lactaris CC59_002D GN=rplO PE=3 SV=1
5620,18875,tr|A0A174QXY4|A0A174QXY4_9FIRM,125.51,27,3,2,,15378,50S ribosomal protein L15 OS=[Ruminococcus] torques GN=rplO_1 PE=3 SV=1
5620,18876,tr|D4M350|D4M350_9FIRM,125.51,27,3,2,,15378,50S ribosomal protein L15 OS=Ruminococcus torques L2-14 GN=rplO PE=3 SV=1
5620,18877,tr|R5R265|R5R265_9FIRM,125.51,27,3,2,,15522,50S ribosomal protein L15 OS=Ruminococcus torques CAG:61 GN=rplO PE=3 SV=1
5620,18878,tr|B5CSS0|B5CSS0_9FIRM,125.51,27,3,2,,15490,50S ribosomal protein L15 OS=Ruminococcus lactaris ATCC 29176 GN=rplO PE=3 SV=1
5620,18879,tr|A5KQE2|A5KQE2_9FIRM,125.51,27,3,2,,15522,50S ribosomal protein L15 OS=Ruminococcus torques ATCC 27756 GN=rplO PE=3 SV=1
5620,18880,tr|R6NYM5|R6NYM5_9FIRM,125.51,27,3,2,,15378,50S ribosomal protein L15 OS=Ruminococcus sp. CAG:55 GN=rplO PE=3 SV=1
5620,18881,tr|A0A174BKX1|A0A174BKX1_9FIRM,125.51,27,3,2,,15522,50S ribosomal protein L15 OS=[Ruminococcus] torques GN=rplO PE=3 SV=1
5620,20870,tr|R5UFE6|R5UFE6_9FIRM,125.51,27,3,2,,15478,50S ribosomal protein L15 OS=Ruminococcus gnavus CAG:126 GN=rplO PE=3 SV=1
5620,20871,tr|A0A173Y602|A0A173Y602_RUMGN,125.51,27,3,2,,15443,50S ribosomal protein L15 OS=Ruminococcus gnavus GN=rplO PE=3 SV=1
5620,20872,tr|A0A150YBF0|A0A150YBF0_9FIRM,125.51,27,3,2,,15481,50S ribosomal protein L15 OS=Ruminococcus sp. DSM 100440 GN=rplO PE=3 SV=1
5620,20873,tr|A7B526|A7B526_RUMGN,125.51,27,3,2,,15443,50S ribosomal protein L15 OS=Ruminococcus gnavus ATCC 29149 GN=rplO PE=3 SV=1
5620,20874,tr|V8BVQ3|V8BVQ3_RUMGN,125.51,27,3,2,,15478,50S ribosomal protein L15 OS=Ruminococcus gnavus CC55_001C GN=rplO PE=3 SV=1
3824,18932,tr|E6UIS6|E6UIS6_RUMA7,125.48,12,3,3,,27736,Ubiquitin OS=Ruminococcus albus (strain ATCC 27210 / DSM 20455 / JCM 14654 / NCDO 2250 / 7) GN=Rumal_0851 PE=4 SV=1
4407,16139,tr|R7KTH7|R7KTH7_9FIRM,125.16,9,5,1,Carbamidomethylation,42745,Phosphoglycerate kinase OS=Ruminococcus sp. CAG:353 GN=pgk PE=3 SV=1
5460,17259,tr|R6YP34|R6YP34_9BACE,125.10,31,4,4,,24768,Na(+)-translocating NADH-quinone reductase subunit C OS=Bacteroides sp. CAG:714 GN=nqrC PE=3 SV=1
4805,20118,tr|R5CJ08|R5CJ08_9BACT,125.05,36,3,2,Carbamidomethylation,11803,50S ribosomal protein L21 OS=Prevotella sp. CAG:1058 GN=rplU PE=3 SV=1
6817,19025,tr|R5KLI6|R5KLI6_9BACT,125.03,11,3,2,Carbamidomethylation,53675,Alpha-amylase OS=Prevotella sp. CAG:1124 GN=BN467_00409 PE=3 SV=1
3964,16590,tr|A0A0S8HNL3|A0A0S8HNL3_9BACE,124.92,18,4,1,Carbamidomethylation; Oxidation (M),25704,50S ribosomal protein L1 OS=Bacteroides sp. SM23_62_1 GN=rplA PE=3 SV=1
5495,20468,tr|R5GQT9|R5GQT9_9BACT,124.91,14,3,2,,38359,Ketol-acid reductoisomerase OS=Prevotella sp. CAG:755 GN=BN773_00929 PE=3 SV=1
5650,19785,tr|R5C6Z7|R5C6Z7_9BACT,124.83,5,3,2,,114931,TonB-linked outer membrane protein SusC/RagA family OS=Prevotella sp. CAG:1058 GN=BN458_01123 PE=3 SV=1
6203,16257,tr|R6I8Y8|R6I8Y8_9FIRM,124.78,16,4,4,,37787,ABC transporter solute-binding protein OS=Phascolarctobacterium sp. CAG:266 GN=BN574_00603 PE=4 SV=1
4710,19667,tr|R5R269|R5R269_9FIRM,124.76,31,3,1,,14526,30S ribosomal protein S8 OS=Ruminococcus torques CAG:61 GN=rpsH PE=3 SV=1
4710,19668,tr|A0A174BJ76|A0A174BJ76_9FIRM,124.76,31,3,1,,14526,30S ribosomal protein S8 OS=[Ruminococcus] torques GN=rpsH PE=3 SV=1
4710,19669,tr|A5KQE7|A5KQE7_9FIRM,124.76,31,3,1,,14526,30S ribosomal protein S8 OS=Ruminococcus torques ATCC 27756 GN=rpsH PE=3 SV=1
5888,18481,tr|B6WTU3|B6WTU3_9DELT,124.59,11,3,1,,36465,Ketol-acid reductoisomerase (NADP(+)) OS=Desulfovibrio piger ATCC 29098 GN=ilvC PE=3 SV=1
4983,14328,tr|R6YH92|R6YH92_9BACE,124.58,43,4,4,Carbamidomethylation,17420,Transcriptional regulator AsnC family OS=Bacteroides sp. CAG:714 GN=BN762_00069 PE=4 SV=1
5088,16032,tr|R6IA86|R6IA86_9FIRM,124.48,16,3,2,Oxidation (M),24992,50S ribosomal protein L1 OS=Phascolarctobacterium sp. CAG:266 GN=rplA PE=3 SV=1
5817,25997,tr|R6ZMF9|R6ZMF9_9BACE,124.38,38,2,2,Carbamidomethylation,7385,50S ribosomal protein L35 OS=Bacteroides sp. CAG:714 GN=rpmI PE=3 SV=1
3689,15600,tr|R5QBU5|R5QBU5_9FIRM,124.28,14,4,1,,34564,Fructose-1 6-bisphosphate aldolase class II OS=Ruminococcus sp. CAG:724 GN=BN766_00745 PE=3 SV=1
4924,18307,tr|R7JQ10|R7JQ10_9PORP,124.18,34,4,3,,12700,50S ribosomal protein L7/L12 OS=Parabacteroides sp. CAG:409 GN=rplL PE=3 SV=1
3691,18064,tr|R6E506|R6E506_9FIRM,124.13,14,4,1,,33564,Fructose-1 6-bisphosphate aldolase class II OS=Ruminococcus sp. CAG:563 GN=BN710_01610 PE=3 SV=1
3691,18065,tr|R5YUA2|R5YUA2_9FIRM,124.13,14,4,1,,33605,Fructose-1 6-bisphosphate aldolase class II OS=Ruminococcus sp. CAG:488 GN=BN680_01213 PE=3 SV=1
6179,16672,tr|R6ZZ28|R6ZZ28_9BACE,124.09,6,3,2,,79380,Uncharacterized protein OS=Bacteroides sp. CAG:875 GN=BN800_01460 PE=4 SV=1
4753,10240,tr|I9FHW7|I9FHW7_9BACE,124.03,7,7,3,Carbamidomethylation,116170,SusC/RagA family TonB-linked outer membrane protein OS=Bacteroides dorei CL03T12C01 GN=HMPREF1065_04116 PE=4 SV=1
4753,10243,tr|D4VC95|D4VC95_BACVU,124.03,7,7,3,Carbamidomethylation,117325,TonB-dependent receptor plug domain protein (Fragment) OS=Bacteroides vulgatus PC510 GN=CUU_3890 PE=4 SV=1
4753,10247,tr|A0A076J1H6|A0A076J1H6_9BACE,124.03,7,7,3,Carbamidomethylation,118390,Membrane protein OS=Bacteroides dorei GN=EL88_22180 PE=4 SV=1
4753,10248,tr|A0A0M1W7W5|A0A0M1W7W5_9BACE,124.03,7,7,3,Carbamidomethylation,119434,Uncharacterized protein OS=Bacteroides sp. 9_1_42FAA GN=BSBG_04086 PE=4 SV=1
4753,10249,tr|C3REV8|C3REV8_9BACE,124.03,7,7,3,Carbamidomethylation,119434,TonB-linked outer membrane protein  SusC/RagA family OS=Bacteroides dorei 5_1_36/D4 GN=BSEG_03708 PE=4 SV=2
3493,11204,tr|R5VBV1|R5VBV1_9BACE,123.96,39,6,2,,16203,50S ribosomal protein L9 OS=Bacteroides plebeius CAG:211 GN=rplI PE=3 SV=1
3493,11205,tr|B5D276|B5D276_BACPM,123.96,39,6,2,,16203,50S ribosomal protein L9 OS=Bacteroides plebeius (strain DSM 17135 / JCM 12973 / M2) GN=rplI PE=3 SV=1
5652,20082,tr|R5CB50|R5CB50_9BACT,123.88,21,3,1,Carbamidomethylation,24144,Uncharacterized protein OS=Prevotella sp. CAG:1058 GN=BN458_01777 PE=3 SV=1
