Protein Group,Protein ID,Accession,Significance,Coverage (%),#Peptides,#Unique,PTM,A1 Area,A2 Area,A3 Area,1 Area,B1 Area,B2 Area,Sample Profile (Ratio),A Area,B Area,Group Profile (Ratio),Avg. Mass,Description
5826,19328,tr|R7MJ76|R7MJ76_9FIRM,1.12,11,3,1,,0,0,3.21E6,1.37E6,3.53E6,2.3E6,0:0:1.00:0.43:1.10:0.72,1.07E6,2.4E6,1.00:2.24,39929,Phosphoserine aminotransferase OS=Ruminococcus sp. CAG:624 GN=serC PE=3 SV=1
5617,13337,tr|A0A0N7IG54|A0A0N7IG54_9BACE,1.11,3,3,1,Carbamidomethylation,0,5.86E5,2.13E5,1.99E6,0,0,0:1.00:0.36:3.39:0:0,2.66E5,6.63E5,1.00:2.49,118142,Beta-galactosidase OS=Bacteroides cellulosilyticus GN=lacZ_25 PE=3 SV=1
5298,19566,tr|R6INM4|R6INM4_9FIRM,1.11,14,3,1,,1.89E6,1.02E6,3.05E6,4.81E6,3.07E6,2.23E6,1.86:1.00:3.00:4.73:3.01:2.19,1.98E6,3.08E6,1.00:1.55,30741,Uncharacterized protein OS=Phascolarctobacterium sp. CAG:207 GN=BN533_01999 PE=4 SV=1
62,3028,tr|R7F0K3|R7F0K3_9BACT,1.11,45,20,1,Carbamidomethylation; Oxidation (M),5.19E6,7.76E6,6.99E6,1.55E7,-,1.12E7,0.67:1.00:0.90:2.00:-:1.45,6.65E6,1.34E7,1.00:2.01,43570,Elongation factor Tu OS=Prevotella sp. CAG:485 GN=tuf PE=3 SV=1
6463,28050,tr|A0A174XPV9|A0A174XPV9_9FIRM,1.11,6,1,1,,8.74E4,0,1.77E5,2.13E5,1.82E5,1.48E5,1.00:0:2.03:2.43:2.08:1.69,8.83E4,1.81E5,1.00:2.05,29743,Phosphate-binding protein pstS OS=[Ruminococcus] torques GN=pstS_2 PE=4 SV=1
6433,27771,tr|D4JY62|D4JY62_9FIRM,1.11,22,1,1,,5.29E5,0,1.77E6,0,1.98E6,2.11E6,1.00:0:3.35:0:3.74:3.99,7.68E5,1.36E6,1.00:1.78,10776,50S ribosomal protein L23 OS=Faecalibacterium prausnitzii L2-6 GN=rplW PE=3 SV=1
4313,10113,tr|R7JJL5|R7JJL5_9PORP,1.11,18,5,5,,3.72E6,4.45E6,3.02E6,3.04E6,2.66E6,2.72E6,0.84:1.00:0.68:0.68:0.60:0.61,3.73E6,2.81E6,1.00:0.75,34990,Putative Tat (Twin-arginine translocation) pathway signal sequence OS=Parabacteroides sp. CAG:409 GN=BN646_02539 PE=4 SV=1
5604,14110,tr|R5UKC8|R5UKC8_9BACE,1.11,8,4,4,Carbamidomethylation,0,4.98E5,1.57E6,6.83E5,1.62E6,7.1E5,0:1.00:3.15:1.37:3.24:1.43,6.9E5,1E6,1.00:1.45,68641,Uncharacterized protein OS=Bacteroides sp. CAG:702 GN=BN759_01021 PE=4 SV=1
4888,9854,tr|A0A174BGF1|A0A174BGF1_9FIRM,1.11,22,8,4,,1.49E6,1.63E5,1.24E6,0,2.26E6,1.81E6,9.14:1.00:7.64:0:13.91:11.11,9.64E5,1.36E6,1.00:1.41,49734,Glutamate synthase [NADPH] small chain OS=Faecalibacterium prausnitzii GN=gltD_3 PE=4 SV=1
3986,17288,tr|A0A173ZFU3|A0A173ZFU3_9FIRM,1.11,16,4,4,,5.08E6,3.62E6,8.78E6,5.07E6,8.78E6,7.8E6,1.40:1.00:2.43:1.40:2.42:2.15,5.83E6,7.22E6,1.00:1.24,49201,Maltose ABC transporter periplasmic protein OS=Faecalibacterium prausnitzii GN=ERS852426_01297 PE=4 SV=1
3168,6772,tr|R6Y9B6|R6Y9B6_9BACE,1.11,36,9,2,Carbamidomethylation,1.38E5,3.51E5,0,2.23E5,3.97E5,1.48E5,0.39:1.00:0:0.63:1.13:0.42,1.63E5,2.56E5,1.00:1.57,44746,3-oxoacyl-[acyl-carrier-protein] synthase 2 OS=Bacteroides sp. CAG:714 GN=BN762_00281 PE=3 SV=1
6226,25928,tr|R5JXY3|R5JXY3_9BACE,1.11,10,2,1,Carbamidomethylation,1.47E6,2.39E6,1.54E6,2.98E6,2.78E6,3.35E6,0.62:1.00:0.65:1.25:1.16:1.40,1.8E6,3.09E6,1.00:1.72,26767,Aldose 1-epimerase OS=Bacteroides eggerthii CAG:109 GN=BN464_01181 PE=4 SV=1
5601,21691,tr|R5CLT3|R5CLT3_9BACT,1.11,5,3,1,,3.17E5,2.23E5,-,3.75E5,1.11E6,4.94E5,1.42:1.00:-:1.68:4.95:2.21,2.7E5,6.58E5,1.00:2.44,80281,Peptidyl-prolyl cis-trans isomerase OS=Prevotella sp. CAG:1058 GN=BN458_00641 PE=4 SV=1
1121,2546,tr|A0A173RY68|A0A173RY68_9FIRM,1.11,51,16,2,Carbamidomethylation,1.68E6,1.89E6,3.13E6,1.77E6,4.33E6,2.85E6,0.89:1.00:1.65:0.93:2.28:1.50,2.23E6,2.98E6,1.00:1.34,42337,Phosphoglycerate kinase OS=Faecalibacterium prausnitzii GN=pgk PE=3 SV=1
2866,16563,tr|R6WVV0|R6WVV0_9FIRM,1.10,30,3,2,Carbamidomethylation,6.85E5,1.15E6,1.54E6,1.43E6,1.89E6,2.48E6,0.59:1.00:1.34:1.24:1.64:2.15,1.22E6,1.94E6,1.00:1.60,13233,50S ribosomal protein L14 OS=Phascolarctobacterium succinatutens CAG:287 GN=rplN PE=3 SV=1
2621,4852,tr|R6FCH8|R6FCH8_9BACE,1.10,35,12,2,Carbamidomethylation,3.38E5,3.14E5,1.91E5,3.41E5,5.64E5,3.52E5,1.08:1.00:0.61:1.09:1.79:1.12,2.81E5,4.19E5,1.00:1.49,47671,Glycosyltransferase group 1 family protein OS=Bacteroides sp. CAG:633 GN=BN744_01131 PE=4 SV=1
5118,19155,tr|R6PD05|R6PD05_9FIRM,1.10,8,3,1,Carbamidomethylation,8.41E5,1.63E6,2.68E6,1.1E6,8.61E5,2.79E5,0.52:1.00:1.65:0.68:0.53:0.17,1.72E6,7.47E5,1.00:0.44,44040,Threonine dehydrogenase and related Zn-dependent dehydrogenases OS=Ruminococcus sp. CAG:55 GN=BN703_01674 PE=3 SV=1
1910,9945,tr|R5BZK9|R5BZK9_9BACE,1.10,37,7,1,Oxidation (M),2.06E6,7.1E5,0,1.15E6,0,0,2.90:1.00:0:1.62:0:0,9.23E5,3.83E5,1.00:0.42,28742,Uncharacterized protein OS=Bacteroides sp. CAG:598 GN=BN727_01832 PE=3 SV=1
1016,1356,tr|R6CY78|R6CY78_9BACE,1.10,35,18,1,Carbamidomethylation,1.98E5,5.29E5,-,1.25E6,5.61E5,8.06E5,0.37:1.00:-:2.36:1.06:1.52,3.64E5,8.72E5,1.00:2.40,79379,Methylmalonyl-CoA mutase OS=Bacteroides sp. CAG:530 GN=BN697_01010 PE=4 SV=1
252,139,tr|R6FDF8|R6FDF8_9BACE,1.10,41,23,1,Carbamidomethylation; Oxidation (M),2.3E6,2.94E6,1.6E6,2.21E6,3.4E6,3.22E6,0.78:1.00:0.55:0.75:1.16:1.10,2.28E6,2.94E6,1.00:1.29,77796,Elongation factor G OS=Bacteroides sp. CAG:633 GN=fusA PE=3 SV=1
990,1321,tr|R6Y6I5|R6Y6I5_9BACE,1.10,58,20,3,Carbamidomethylation,2.28E6,3.58E6,0,4.07E6,8.91E5,2.86E6,0.64:1.00:0:1.14:0.25:0.80,2.2E6,2.61E6,1.00:1.19,42927,Galactokinase OS=Bacteroides sp. CAG:714 GN=BN762_01836 PE=3 SV=1
4936,14177,tr|B7BFW3|B7BFW3_9PORP,1.10,21,5,1,,1.33E5,8.55E5,0,0,2.29E5,1.58E5,0.16:1.00:0:0:0.27:0.18,3.29E5,1.29E5,1.00:0.39,33915,ROK family protein OS=Parabacteroides johnsonii DSM 18315 GN=PRABACTJOHN_03948 PE=4 SV=1
327,1529,tr|R7JMP7|R7JMP7_9PORP,1.10,37,21,4,Carbamidomethylation; Oxidation (M),8.22E5,1.05E6,1.04E6,9.65E5,1.9E6,1.09E6,0.78:1.00:0.99:0.92:1.81:1.04,9.71E5,1.32E6,1.00:1.36,72412,Fumarate reductase flavoprotein subunit OS=Parabacteroides sp. CAG:409 GN=BN646_00221 PE=4 SV=1
3176,9072,tr|R5RUC2|R5RUC2_9BACE,1.09,18,8,1,Carbamidomethylation,0,1.23E6,6.59E5,1.63E6,0,2.77E6,0:1.00:0.54:1.32:0:2.25,6.3E5,1.47E6,1.00:2.33,59471,Fumarate hydratase class I OS=Bacteroides sp. CAG:545 GN=BN702_00444 PE=3 SV=1
2010,8408,tr|R7JHG8|R7JHG8_9PORP,1.09,32,7,1,Carbamidomethylation,8E5,1.32E6,4.68E5,2.29E6,1.16E6,1.03E6,0.61:1.00:0.35:1.73:0.88:0.78,8.63E5,1.49E6,1.00:1.73,26816,Triosephosphate isomerase OS=Parabacteroides sp. CAG:409 GN=tpiA PE=3 SV=1
2274,9268,tr|R7AEQ8|R7AEQ8_9BACE,1.09,19,8,2,Carbamidomethylation,0,0,1.57E6,0,8.11E5,0,0:0:1.00:0:0.52:0,5.22E5,2.7E5,1.00:0.52,42456,Phosphoglycerate kinase OS=Bacteroides pectinophilus CAG:437 GN=pgk PE=3 SV=1
3766,15435,tr|F3PTT4|F3PTT4_9BACE,1.09,39,4,1,Carbamidomethylation,2.47E5,4.39E5,4.76E5,4.17E5,5.3E5,7.32E5,0.56:1.00:1.08:0.95:1.21:1.67,3.88E5,5.6E5,1.00:1.44,14335,30S ribosomal protein S9 OS=Bacteroides fluxus YIT 12057 GN=rpsI PE=3 SV=1
2712,6190,tr|R5C0Q6|R5C0Q6_9BACE,1.09,23,10,2,Carbamidomethylation,4.72E5,0,0,8.41E5,7.88E4,0,1.00:0:0:1.78:0.17:0,1.57E5,3.07E5,1.00:1.95,57273,Oxidoreductase NAD-binding domain protein OS=Bacteroides sp. CAG:598 GN=BN727_02203 PE=4 SV=1
5292,16583,tr|R5FRH4|R5FRH4_9BACT,1.09,35,4,1,,3.45E6,4.26E6,2.4E6,8.36E6,4.99E6,7.28E6,0.81:1.00:0.56:1.96:1.17:1.71,3.37E6,6.87E6,1.00:2.04,14408,30S ribosomal protein S9 OS=Prevotella sp. CAG:924 GN=rpsI PE=3 SV=1
1533,5251,tr|A0A173V8B7|A0A173V8B7_9BACE,1.09,47,11,1,Carbamidomethylation; Oxidation (M),1.62E5,1.14E5,5.17E5,7.36E5,4.83E5,6.71E5,1.42:1.00:4.54:6.46:4.24:5.89,2.64E5,6.3E5,1.00:2.38,30570,30S ribosomal protein S2 OS=Bacteroides salyersiae GN=rpsB PE=3 SV=1
5667,20106,tr|R5GDG0|R5GDG0_9BACT,1.09,10,3,3,,1.62E6,2.02E6,1.31E6,3.22E6,1.52E6,1.81E6,0.80:1.00:0.65:1.59:0.75:0.90,1.65E6,2.23E6,1.00:1.35,43033,Uncharacterized protein OS=Prevotella sp. CAG:755 GN=BN773_01154 PE=3 SV=1
1944,12043,tr|E5WYG8|E5WYG8_9BACE,1.08,26,5,1,Oxidation (M),1.22E5,4.41E5,0,1.26E6,0,1.22E5,0.28:1.00:0:2.86:0:0.28,1.88E5,4.62E5,1.00:2.46,28813,MotA/TolQ/ExbB proton channel family protein OS=Bacteroides eggerthii 1_2_48FAA GN=HMPREF1016_01723 PE=3 SV=1
6065,22788,tr|E2ZLM5|E2ZLM5_9FIRM,1.08,7,2,2,,5.79E5,8.14E5,2.14E6,1.6E6,2.18E6,1.09E6,0.71:1.00:2.63:1.97:2.68:1.34,1.22E6,1.63E6,1.00:1.33,42660,Ribose-phosphate diphosphokinase OS=Faecalibacterium cf. prausnitzii KLE1255 GN=prs PE=3 SV=1
3369,9800,tr|B8DRW2|B8DRW2_DESVM,1.08,17,7,1,Carbamidomethylation,1.29E6,1.84E6,0,6.75E5,6.63E5,0,0.70:1.00:0:0.37:0.36:0,1.04E6,4.46E5,1.00:0.43,48992,Sulfite reductase  dissimilatory-type alpha subunit OS=Desulfovibrio vulgaris (strain Miyazaki F / DSM 19637) GN=DvMF_1553 PE=4 SV=1
2181,2599,tr|B8J376|B8J376_DESDA,1.08,15,14,1,Carbamidomethylation,1.09E6,1.12E6,1.55E6,0,2.07E6,0,0.97:1.00:1.39:0:1.85:0,1.26E6,6.9E5,1.00:0.55,128242,Pyruvate synthase OS=Desulfovibrio desulfuricans (strain ATCC 27774 / DSM 6949) GN=Ddes_0298 PE=4 SV=1
3233,10074,tr|D4K063|D4K063_9FIRM,1.08,24,7,1,Carbamidomethylation,1.61E6,1.81E6,1.5E6,1.9E6,3.23E6,3.08E6,0.89:1.00:0.83:1.05:1.79:1.70,1.64E6,2.74E6,1.00:1.67,37203,Sugar kinases  ribokinase family OS=Faecalibacterium prausnitzii L2-6 GN=FP2_23280 PE=4 SV=1
2021,4126,tr|F0R1M1|F0R1M1_BACSH,1.07,30,10,2,Carbamidomethylation,1.19E6,2.06E6,1.31E6,1.64E6,1.92E6,2.57E6,0.57:1.00:0.63:0.80:0.93:1.25,1.47E6,2.04E6,1.00:1.39,52158,Alpha-amylase OS=Bacteroides salanitronis (strain DSM 18170 / JCM 13567 / BL78) GN=Bacsa_0750 PE=3 SV=1
5276,13735,tr|A0A173RI06|A0A173RI06_9FIRM,1.07,11,5,4,,2.52E6,2.36E6,4.11E6,1.54E6,3.22E6,1.93E6,1.07:1.00:1.74:0.65:1.37:0.82,3E6,2.27E6,1.00:0.76,71648,3-oxosteroid 1-dehydrogenase OS=Faecalibacterium prausnitzii GN=kstD PE=4 SV=1
4709,4293,tr|F0R7Z1|F0R7Z1_BACSH,1.07,17,12,6,,6.32E5,8.56E4,1.22E6,0,1.57E6,1.24E6,7.39:1.00:14.29:0:18.32:14.52,6.47E5,1.05E6,1.00:1.63,100253,TonB-dependent receptor OS=Bacteroides salanitronis (strain DSM 18170 / JCM 13567 / BL78) GN=Bacsa_1361 PE=4 SV=1
6527,22858,tr|R6MBI3|R6MBI3_9FIRM,1.07,6,2,2,,0,0,1.85E6,4.59E4,9.56E5,0,0:0:1.00:0.02:0.52:0,6.16E5,3.34E5,1.00:0.54,58710,Phosphoenolpyruvate carboxykinase [ATP] OS=Megamonas funiformis CAG:377 GN=pckA PE=3 SV=1
543,488,tr|R7J412|R7J412_9PORP,1.07,44,29,2,Carbamidomethylation; Oxidation (M),3.14E5,3.94E5,5.17E5,6.15E5,8.05E5,7.2E5,0.80:1.00:1.31:1.56:2.05:1.83,4.08E5,7.13E5,1.00:1.75,99161,Pyruvate-flavodoxin oxidoreductase OS=Parabacteroides sp. CAG:409 GN=BN646_00552 PE=4 SV=1
5390,20136,tr|E6VTA5|E6VTA5_DESAO,1.06,20,3,1,Carbamidomethylation,7.4E5,6.72E5,9.02E5,0,0,9.89E5,1.10:1.00:1.34:0:0:1.47,7.72E5,3.3E5,1.00:0.43,13823,30S ribosomal protein S12 OS=Desulfovibrio aespoeensis (strain ATCC 700646 / DSM 10631 / Aspo-2) GN=rpsL PE=3 SV=1
3836,18932,tr|E6UIS6|E6UIS6_RUMA7,1.06,12,3,3,,1.22E7,1.29E7,1.46E7,1.45E7,1.03E7,7.98E6,0.95:1.00:1.13:1.13:0.80:0.62,1.32E7,1.13E7,1.00:0.86,27736,Ubiquitin OS=Ruminococcus albus (strain ATCC 27210 / DSM 20455 / JCM 14654 / NCDO 2250 / 7) GN=Rumal_0851 PE=4 SV=1
4581,7664,tr|R6QBZ2|R6QBZ2_9FIRM,1.06,34,7,1,Carbamidomethylation,0,0,1.32E6,0,3.08E6,0,0:0:1.00:0:2.33:0,4.4E5,1.03E6,1.00:2.33,28176,Phosphate import ATP-binding protein PstB OS=Faecalibacterium sp. CAG:82 GN=pstB PE=3 SV=1
1683,2541,tr|R6ZVG2|R6ZVG2_9BACE,1.06,41,16,2,,1.84E6,1.68E6,9.35E5,2.69E6,2.46E6,9.38E5,1.10:1.00:0.56:1.61:1.46:0.56,1.49E6,1.95E6,1.00:1.31,46559,Adenylosuccinate synthetase OS=Bacteroides sp. CAG:875 GN=purA PE=3 SV=1
653,454,tr|R5SV78|R5SV78_9BACE,1.06,45,25,2,Carbamidomethylation; Oxidation (M),0,0,2.21E6,9.56E5,3.03E6,0,0:0:1.00:0.43:1.37:0,7.36E5,1.33E6,1.00:1.81,68578,Chaperone protein DnaK OS=Bacteroides sp. CAG:661 GN=dnaK PE=2 SV=1
1818,3771,tr|R6ZNV1|R6ZNV1_9BACE,1.06,41,12,1,Carbamidomethylation,2.87E6,6.63E5,1.85E6,2.78E6,3.72E6,2.5E6,4.33:1.00:2.78:4.20:5.62:3.76,1.79E6,3E6,1.00:1.67,35711,Uncharacterized protein OS=Bacteroides sp. CAG:714 GN=BN762_02265 PE=4 SV=1
4087,10778,tr|R5SP48|R5SP48_9BACE,1.05,18,6,2,Carbamidomethylation; Oxidation (M),2.66E6,3.14E6,8.66E5,3.09E6,3.19E6,2.62E6,0.84:1.00:0.28:0.98:1.01:0.83,2.35E6,2.96E6,1.00:1.26,43190,Acetate kinase OS=Bacteroides sp. CAG:661 GN=ackA PE=3 SV=1
5467,23764,tr|A0A0X8JMG4|A0A0X8JMG4_9DELT,1.05,5,2,2,,1.08E6,5.1E5,3.93E6,3.69E4,3.61E6,3.9E5,2.11:1.00:7.71:0.07:7.07:0.76,1.84E6,1.34E6,1.00:0.73,50347,Taurine--pyruvate aminotransferase OS=Desulfovibrio fairfieldensis GN=AXF13_01545 PE=3 SV=1
738,5674,tr|R5QZM6|R5QZM6_9FIRM,1.05,37,11,2,Carbamidomethylation; Oxidation (M),3.74E6,3.18E6,5.49E6,3.93E6,4.09E6,1.4E6,1.17:1.00:1.72:1.23:1.29:0.44,4.14E6,3.14E6,1.00:0.76,35778,Uncharacterized protein OS=Ruminococcus torques CAG:61 GN=BN734_00248 PE=4 SV=1
4715,13934,tr|R6E6D5|R6E6D5_9BACT,1.04,14,4,2,,1.37E6,1.11E6,1.9E6,2.05E6,2.83E6,1.12E6,1.24:1.00:1.72:1.85:2.56:1.01,1.46E6,1.98E6,1.00:1.36,42128,Uncharacterized protein OS=Prevotella sp. CAG:1320 GN=BN487_01431 PE=3 SV=1
2915,12082,tr|R5VU82|R5VU82_9BACE,1.04,51,7,1,Carbamidomethylation,5.05E5,6.48E5,4.93E5,1.27E6,1.19E6,1.18E6,0.78:1.00:0.76:1.95:1.83:1.83,5.49E5,1.21E6,1.00:2.21,18122,50S ribosomal protein L17 OS=Bacteroides plebeius CAG:211 GN=rplQ PE=3 SV=1
5327,15385,tr|R6CHY2|R6CHY2_9BACE,1.04,16,4,1,,1.25E6,2.31E6,7.63E5,4.72E6,1.32E6,3E6,0.54:1.00:0.33:2.05:0.57:1.30,1.44E6,3.02E6,1.00:2.10,37380,Phosphate-binding protein OS=Bacteroides coprocola CAG:162 GN=BN509_02072 PE=3 SV=1
1870,6450,tr|A0A150Y957|A0A150Y957_9FIRM,1.03,23,9,2,Carbamidomethylation; Oxidation (M),1.58E6,1.9E6,3.62E6,1.84E6,4.23E6,3.42E6,0.83:1.00:1.90:0.97:2.23:1.80,2.21E6,3.16E6,1.00:1.43,48478,Glutamate dehydrogenase OS=Ruminococcus sp. DSM 100440 GN=AXF09_06850 PE=3 SV=1
5696,11987,tr|F0R1E1|F0R1E1_BACSH,1.03,6,4,2,,6.38E5,0,2.03E5,0,1.35E5,1.12E6,1.00:0:0.32:0:0.21:1.75,2.8E5,4.17E5,1.00:1.49,104513,TonB-dependent receptor plug OS=Bacteroides salanitronis (strain DSM 18170 / JCM 13567 / BL78) GN=Bacsa_2853 PE=3 SV=1
3525,11773,tr|A0A078S540|A0A078S540_BACUN,1.03,19,7,1,Carbamidomethylation,8.75E5,1.02E6,1.05E6,3.15E6,1.07E6,-,0.85:1.00:1.03:3.08:1.04:-,9.83E5,2.11E6,1.00:2.15,51680,Oxidoreductase  NAD-binding Rossmann fold family protein OS=Bacteroides uniformis str. 3978 T3 ii GN=M094_0048 PE=4 SV=1
2232,5626,tr|R6QZH5|R6QZH5_9FIRM,1.03,34,10,2,Carbamidomethylation,5.8E5,8.27E5,2.23E6,6.75E5,2.28E6,1.85E6,0.70:1.00:2.70:0.82:2.76:2.23,1.21E6,1.6E6,1.00:1.32,37210,Ketol-acid reductoisomerase (NADP(+)) OS=Faecalibacterium sp. CAG:82 GN=ilvC PE=3 SV=1
5790,26135,tr|F3PVD0|F3PVD0_9BACE,1.03,9,2,1,Carbamidomethylation,4.9E6,6.31E6,2.4E6,3.92E6,1.47E6,1.35E6,0.78:1.00:0.38:0.62:0.23:0.21,4.53E6,2.24E6,1.00:0.49,27063,Uncharacterized protein (Fragment) OS=Bacteroides fluxus YIT 12057 GN=HMPREF9446_02708 PE=4 SV=1
2202,6041,tr|A5ZDN9|A5ZDN9_9BACE,1.03,25,9,1,Carbamidomethylation; Oxidation (M),2.49E6,3.1E6,5.29E5,0,1.29E6,1.55E6,0.80:1.00:0.17:0:0.42:0.50,2.04E6,9.46E5,1.00:0.46,49123,Na(+)-translocating NADH-quinone reductase subunit A OS=Bacteroides caccae ATCC 43185 GN=nqrA PE=3 SV=1
4635,18020,tr|S0F568|S0F568_9BACE,1.03,7,4,2,,4.37E6,6.65E6,3.01E6,3.07E6,5.29E6,2.83E6,0.66:1.00:0.45:0.46:0.80:0.43,4.68E6,3.73E6,1.00:0.80,62107,TonB-linked outer membrane protein  SusC/RagA family OS=Bacteroides coprophilus DSM 18228 = JCM 13818 GN=BACCOPRO_00902 PE=4 SV=1
6132,26294,tr|R7CXB4|R7CXB4_9BACE,1.03,7,2,1,Carbamidomethylation,0,2.49E6,0,4.48E6,0,9.85E5,0:1.00:0:1.80:0:0.40,8.3E5,1.82E6,1.00:2.20,44620,3-oxoacyl-[acyl-carrier-protein] synthase 2 OS=Bacteroides sp. CAG:462 GN=BN666_01490 PE=3 SV=1
4499,17987,tr|T2GEN8|T2GEN8_DESGI,1.02,30,5,1,Carbamidomethylation,7.87E5,1.39E6,8.86E5,0,1.72E6,0,0.57:1.00:0.64:0:1.24:0,1.02E6,5.74E5,1.00:0.56,13883,30S ribosomal protein S12 OS=Desulfovibrio gigas DSM 1382 = ATCC 19364 GN=rpsL PE=3 SV=1
2917,13372,tr|A6YCP1|A6YCP1_9DELT,1.02,12,6,1,Carbamidomethylation,2.55E6,2.07E6,2.68E6,2.92E6,6.27E6,5.4E6,1.23:1.00:1.29:1.41:3.03:2.61,2.43E6,4.86E6,1.00:2.00,68461,AprA (Fragment) OS=Desulfovibrio sulfodismutans GN=aprA PE=4 SV=1
4927,15605,tr|R5CLS7|R5CLS7_9BACT,1.02,40,4,1,,1.92E6,6.94E6,4.31E6,1.37E7,4.41E6,7.44E6,0.28:1.00:0.62:1.97:0.64:1.07,4.39E6,8.51E6,1.00:1.94,12800,50S ribosomal protein L7/L12 OS=Prevotella sp. CAG:1058 GN=rplL PE=3 SV=1
5529,23149,tr|U2KR14|U2KR14_9FIRM,1.02,3,2,1,,2.88E6,2.07E6,2.5E6,0,0,3.49E6,1.39:1.00:1.20:0:0:1.68,2.48E6,1.16E6,1.00:0.47,62761,Putative phosphoglucomutase OS=Ruminococcus callidus ATCC 27760 GN=RUMCAL_01968 PE=3 SV=1
5689,30718,tr|C3WFN4|C3WFN4_FUSMR,1.02,8,1,1,,1.45E6,1.95E6,4.71E6,4.78E6,4.35E6,3.34E6,0.74:1.00:2.41:2.45:2.22:1.71,2.7E6,4.16E6,1.00:1.54,28434,Uncharacterized protein OS=Fusobacterium mortiferum ATCC 9817 GN=FMAG_02252 PE=4 SV=2
6202,24109,tr|R6F8I4|R6F8I4_9BACT,1.02,6,2,1,Carbamidomethylation,4.19E5,4.18E5,0,3.5E5,0,0,1.00:1.00:0:0.84:0:0,2.79E5,1.17E5,1.00:0.42,44122,Putative 8-amino-7-oxononanoate synthase OS=Prevotella sp. CAG:520 GN=BN691_02052 PE=3 SV=1
3260,4378,tr|R5CHK7|R5CHK7_9BACT,1.02,14,11,11,Carbamidomethylation,1.93E6,3.15E6,4.77E6,3.99E6,3.99E6,4.4E6,0.61:1.00:1.51:1.26:1.26:1.40,3.46E6,4.12E6,1.00:1.19,122788,Uncharacterized protein OS=Prevotella sp. CAG:1058 GN=BN458_00510 PE=4 SV=1
1677,5514,tr|W0U7I9|W0U7I9_9FIRM,1.01,8,10,1,Carbamidomethylation,0,3.6E6,0,0,1.63E6,0,0:1.00:0:0:0.45:0,1.2E6,5.44E5,1.00:0.45,130305,Pyruvate-flavodoxin oxidoreductase OS=Ruminococcus bicirculans GN=nifJ PE=3 SV=1
3502,8725,tr|A5KL01|A5KL01_9FIRM,1.01,15,7,2,Carbamidomethylation,4.67E6,5.77E6,3.61E6,3.3E6,2.84E6,2.81E6,0.81:1.00:0.63:0.57:0.49:0.49,4.68E6,2.92E6,1.00:0.62,52259,Inosine-5'-monophosphate dehydrogenase OS=Ruminococcus torques ATCC 27756 GN=guaB PE=3 SV=1
5585,18322,tr|E7H4S3|E7H4S3_9BURK,1.01,15,3,1,,1.63E6,1.28E6,0,2.89E6,0,3.36E6,1.27:1.00:0:2.26:0:2.63,9.7E5,2.08E6,1.00:2.15,30182,50S ribosomal protein L2 OS=Sutterella wadsworthensis 3_1_45B GN=rplB PE=3 SV=1
1252,4457,tr|G1USB2|G1USB2_9DELT,1.01,17,12,1,Carbamidomethylation; Oxidation (M),5.25E6,8.09E6,8.15E6,-,1.43E7,1.28E7,0.65:1.00:1.01:-:1.77:1.58,7.16E6,1.36E7,1.00:1.89,74076,Adenylylsulfate reductase  alpha subunit OS=Desulfovibrio sp. 6_1_46AFAA GN=HMPREF1022_01485 PE=4 SV=1
459,1231,tr|R6E3K2|R6E3K2_9BACT,1.01,43,19,3,Carbamidomethylation; Oxidation (M),2.27E5,1.94E6,1.35E6,1.12E6,1.71E6,1.97E6,0.12:1.00:0.70:0.58:0.88:1.01,1.29E6,1.56E6,1.00:1.20,57243,L-arabinose isomerase OS=Prevotella sp. CAG:1320 GN=araA PE=3 SV=1
3309,7652,tr|S0F9D1|S0F9D1_9BACE,1.01,30,7,2,Carbamidomethylation,1.11E6,1.44E6,2.73E5,7.41E5,5.39E5,3.53E5,0.77:1.00:0.19:0.52:0.37:0.25,9.39E5,5.44E5,1.00:0.58,28815,Pseudouridine synthase OS=Bacteroides coprophilus DSM 18228 = JCM 13818 GN=BACCOPRO_01867 PE=3 SV=1
2563,14194,tr|E2ZFD7|E2ZFD7_9FIRM,1.01,33,6,1,Carbamidomethylation,2.65E6,3.88E6,3.22E6,3.87E6,4.96E6,3.58E6,0.68:1.00:0.83:1.00:1.28:0.92,3.25E6,4.03E6,1.00:1.24,22074,50S ribosomal protein L3 OS=Faecalibacterium cf. prausnitzii KLE1255 GN=rplC PE=3 SV=1
2560,3047,tr|B6WQZ6|B6WQZ6_9DELT,1.01,16,10,10,Carbamidomethylation,3.7E6,4.53E6,3.25E6,3.56E6,4.09E6,6.8E6,0.82:1.00:0.72:0.79:0.90:1.50,3.83E6,4.82E6,1.00:1.26,98331,Aldehyde oxidase and xanthine dehydrogenase  molybdopterin binding domain protein OS=Desulfovibrio piger ATCC 29098 GN=DESPIG_00476 PE=4 SV=1
5367,14112,tr|R6MZN9|R6MZN9_9BACE,1.00,24,5,1,,8.04E5,1.49E6,4.72E5,3.3E6,9.08E5,1.65E6,0.54:1.00:0.32:2.22:0.61:1.11,9.21E5,1.95E6,1.00:2.12,28820,3-oxoacyl-(Acyl-carrier-protein) reductase OS=Bacteroides sp. CAG:443 GN=BN659_01639 PE=4 SV=1
